duration_days,radiation,shielding,exercise,dna_damage,mitochondrial_stress,immune_dysfunction,inflammation,senescence
585,low,high,medium,55.2,75.2,51.1,45.1,49.7
233,high,medium,medium,53.0,58.2,37.8,39.0,38.9
95,low,low,high,16.4,7.3,0.8,0.7,12.6
323,low,medium,low,33.8,56.9,42.3,39.4,29.5
102,medium,medium,medium,22.2,33.5,22.3,23.6,17.3
706,low,high,low,69.7,98.2,69.8,62.4,61.3
448,high,low,high,88.8,66.4,38.3,36.9,64.5
552,high,high,high,81.2,77.6,45.7,43.1,64.5
503,high,medium,medium,85.4,87.3,57.2,55.2,64.8
35,high,medium,high,29.2,21.8,8.5,12.1,19.9
575,high,medium,low,94.0,100.0,72.4,69.5,71.7
280,high,high,medium,48.6,63.2,41.2,41.8,38.4
314,low,high,medium,22.7,45.9,31.6,28.8,23.6
389,medium,high,high,46.7,49.5,28.0,25.8,39.8
443,low,low,low,58.2,69.8,50.9,46.6,46.0
499,medium,high,medium,59.9,76.4,50.9,47.4,50.4
467,medium,high,medium,56.0,72.9,48.6,45.5,47.3
497,high,low,medium,94.6,86.7,56.8,54.8,69.2
656,medium,medium,medium,88.7,93.3,62.2,56.9,70.5
54,low,low,medium,11.5,17.8,12.9,13.2,8.7
74,medium,low,high,28.9,15.5,5.3,6.9,19.6
334,low,low,medium,45.1,48.1,33.0,30.0,35.6
173,high,high,medium,35.8,51.7,33.5,35.4,28.1
74,medium,low,medium,28.9,30.5,20.3,21.9,19.6
609,low,low,medium,78.1,77.8,52.8,46.5,62.0
158,high,medium,low,44.0,60.1,42.4,44.5,31.7
272,medium,high,low,32.6,61.9,44.6,43.8,28.6
201,medium,medium,low,34.1,54.2,39.5,39.6,26.8
566,high,medium,low,92.9,100.0,71.8,69.0,70.8
183,high,low,high,57.0,37.8,19.2,21.0,39.1
145,high,high,low,32.4,58.7,41.4,43.7,25.4
468,medium,high,low,56.2,83.0,58.7,55.6,47.4
106,high,high,high,27.7,29.4,13.6,16.4,21.7
706,low,high,medium,69.7,88.2,59.8,52.4,61.3
627,medium,medium,high,85.2,75.2,45.1,40.1,67.7
143,medium,high,low,17.2,47.9,35.3,36.1,16.2
338,high,low,medium,75.6,69.5,45.3,45.3,53.9
94,high,high,high,26.3,28.2,12.8,15.6,20.5
194,medium,low,low,43.3,53.5,39.0,39.1,31.1
291,high,medium,low,59.9,74.4,52.0,52.5,44.4
399,high,high,high,62.9,61.1,34.7,33.9,49.8
285,high,medium,medium,59.2,63.8,41.5,42.1,43.9
623,medium,high,medium,74.8,89.8,59.9,54.9,62.3
355,medium,high,medium,42.6,60.8,40.6,38.8,36.6
195,medium,high,high,23.4,28.6,14.0,14.2,21.2
121,high,high,medium,29.5,46.1,29.7,32.3,23.1
545,medium,low,low,85.4,91.4,64.2,60.2,64.8
285,high,medium,medium,59.2,63.8,41.5,42.1,43.9
656,high,low,medium,100.0,100.0,68.2,64.4,84.5
515,low,medium,high,56.8,52.6,31.1,25.9,47.9
208,low,medium,low,20.0,44.5,34.0,32.5,18.5
417,low,high,high,35.0,42.0,24.0,20.0,33.5
548,high,medium,low,90.8,100.0,70.5,67.9,69.1
83,medium,high,high,10.0,16.5,6.0,7.5,10.5
148,low,high,high,2.8,13.0,4.7,3.9,7.7
552,high,high,high,81.2,77.6,45.7,43.1,64.5
55,high,high,medium,21.6,38.9,25.0,28.3,16.8
686,medium,medium,medium,92.3,96.6,64.4,58.7,73.4
638,medium,low,low,96.6,100.0,70.9,65.8,73.7
134,high,high,medium,31.1,47.5,30.6,33.0,24.4
220,high,high,low,41.4,66.8,46.8,48.2,32.6
368,high,low,low,79.2,82.7,57.5,57.1,56.8
209,medium,high,medium,25.1,45.1,30.0,30.0,22.6
576,low,medium,low,64.1,84.2,60.5,54.6,53.8
42,medium,medium,high,15.0,12.0,3.0,5.0,11.5
478,low,high,high,42.4,48.6,28.4,23.7,39.4
58,medium,medium,low,17.0,38.8,29.2,31.0,13.1
75,medium,medium,low,19.0,40.6,30.4,32.0,14.7
674,low,high,medium,65.9,84.8,57.5,50.4,58.2
307,high,medium,high,61.8,51.2,28.1,28.4,46.0
192,high,high,medium,38.0,53.7,34.8,36.5,29.9
229,high,low,high,62.5,42.7,22.5,23.7,43.5
147,medium,medium,high,27.6,23.4,10.6,11.3,21.6
423,medium,low,medium,70.8,68.2,45.5,42.9,53.1
479,high,high,medium,72.5,84.7,55.5,53.7,57.5
225,high,medium,medium,52.0,57.3,37.2,38.5,38.1
586,medium,medium,low,80.3,95.8,67.2,62.7,63.8
377,high,low,low,80.2,83.7,58.1,57.6,57.7
257,medium,medium,high,40.8,35.3,18.5,17.9,32.2
456,high,low,medium,89.7,82.2,53.8,52.4,65.3
429,low,high,medium,36.5,58.3,39.9,35.7,34.7
404,low,high,low,33.5,65.6,48.1,44.2,32.3
221,high,high,high,41.5,41.9,21.9,23.3,32.7
270,high,medium,high,57.4,47.2,25.4,26.2,42.4
593,high,medium,low,96.2,100.0,73.7,70.6,73.4
315,low,medium,high,32.8,31.0,16.7,13.9,28.7
355,high,low,medium,77.6,71.3,46.6,46.3,55.6
43,low,medium,high,0.2,1.6,0.0,0.0,2.6
584,medium,high,low,70.1,95.6,67.0,62.5,58.6
257,low,low,low,35.8,49.8,37.5,35.4,28.2
403,high,medium,medium,73.4,76.5,50.0,49.2,55.2
593,low,medium,high,66.2,61.0,36.7,30.6,55.4
220,medium,high,medium,26.4,46.3,30.8,30.7,23.6
572,low,medium,low,63.6,83.8,60.2,54.3,53.4
448,medium,low,low,73.8,80.9,57.3,54.4,55.5
426,low,medium,high,46.1,43.0,24.7,20.6,39.4
178,medium,medium,high,31.4,26.7,12.8,13.2,24.6
530,low,medium,high,58.6,54.2,32.2,26.8,49.4
343,medium,high,low,41.2,69.5,49.7,48.1,35.4
653,high,medium,medium,100.0,100.0,68.0,64.2,79.2
505,medium,low,medium,80.6,77.0,51.4,47.8,61.0
216,high,medium,medium,50.9,56.3,36.6,38.0,37.2
447,medium,medium,low,63.6,80.8,57.2,54.3,50.4
656,high,high,high,93.7,88.8,53.2,49.4,74.5
80,low,medium,low,4.6,30.6,24.8,24.8,6.2
689,medium,high,medium,82.7,96.9,64.6,58.8,68.6
341,high,high,medium,55.9,69.8,45.6,45.5,44.2
398,high,high,high,62.8,61.0,34.7,33.9,49.7
334,high,medium,low,65.1,79.1,55.0,55.0,48.6
119,high,medium,high,39.3,30.9,14.6,17.1,27.9
68,medium,high,medium,8.2,29.8,19.9,21.6,9.0
394,medium,low,low,67.3,75.1,53.4,51.1,50.3
678,low,medium,high,76.4,70.2,42.8,35.7,63.6
267,medium,medium,high,42.0,36.3,19.2,18.5,33.1
146,medium,medium,medium,27.5,38.3,25.5,26.3,21.5
125,medium,low,high,35.0,21.0,9.0,10.0,24.5
56,low,high,medium,0.0,18.0,13.0,13.4,0.0
371,high,low,medium,79.5,73.1,47.7,47.3,57.1
384,low,low,high,51.1,38.5,21.6,18.0,40.4
183,low,medium,high,17.0,16.8,7.2,6.0,16.1
220,low,medium,high,21.4,20.8,9.8,8.2,19.6
410,medium,low,medium,69.2,66.8,44.5,42.1,51.9
687,medium,medium,low,92.4,100.0,74.5,68.7,73.5
624,medium,high,medium,74.9,89.9,59.9,54.9,62.4
55,high,high,low,21.6,48.9,35.0,38.3,16.8
464,medium,medium,low,65.7,82.6,58.4,55.3,52.0
78,medium,low,high,29.4,15.9,5.6,7.2,20.0
287,high,high,low,49.4,74.0,51.7,52.2,39.1
589,high,medium,low,95.7,100.0,73.4,70.3,73.0
45,high,low,high,40.4,22.9,9.2,12.7,25.8
133,medium,low,high,36.0,21.9,9.6,10.5,25.3
482,medium,medium,high,67.8,59.6,34.7,31.4,53.8
657,low,high,medium,63.8,83.0,56.3,49.4,56.6
476,medium,low,high,77.1,58.9,34.3,31.1,58.2
99,low,medium,medium,6.9,22.7,16.1,15.9,8.0
657,high,low,high,100.0,89.0,53.3,49.4,84.6
589,medium,medium,low,80.7,96.1,67.4,62.8,64.0
338,medium,high,medium,40.6,59.0,39.3,37.8,34.9
561,low,high,medium,52.3,72.6,49.4,43.7,47.4
111,high,high,high,28.3,30.0,14.0,16.7,22.2
348,high,medium,high,66.8,55.6,31.1,30.9,49.9
78,low,low,high,14.4,5.4,0.0,0.0,11.0
701,low,high,low,69.1,97.7,69.5,62.1,60.8
552,low,medium,high,61.2,56.6,33.7,28.1,51.5
47,medium,high,high,5.6,12.6,3.4,5.3,7.0
142,high,high,low,32.0,58.3,41.2,43.5,25.1
276,high,low,high,68.1,47.8,25.9,26.6,48.0
666,medium,medium,low,89.9,100.0,73.0,67.5,71.4
287,high,medium,low,59.4,74.0,51.7,52.2,44.1
442,medium,low,medium,73.0,70.2,46.8,44.0,54.9
652,medium,high,high,78.2,77.9,46.9,41.6,65.1
657,high,low,medium,100.0,100.0,68.3,64.4,84.6
421,low,high,low,35.5,67.5,49.3,45.3,33.9
239,high,medium,low,53.7,68.8,48.2,49.3,39.4
437,medium,medium,high,62.4,54.7,31.5,28.7,49.5
699,medium,medium,medium,93.9,98.0,65.3,59.4,74.6
449,low,medium,medium,48.9,60.5,41.3,36.9,41.6
600,low,medium,medium,67.0,76.8,52.2,46.0,56.1
597,high,low,low,100.0,100.0,74.0,70.8,78.8
39,medium,low,low,24.7,36.7,27.8,29.8,16.2
544,medium,high,low,65.3,91.3,64.2,60.1,54.7
470,low,medium,medium,51.4,62.8,42.8,38.2,43.6
236,high,low,medium,63.3,58.5,38.0,39.2,44.2
651,low,low,low,83.1,92.3,65.9,59.1,66.0
167,medium,low,low,40.0,50.5,37.0,37.5,28.5
657,high,medium,medium,100.0,100.0,68.3,64.4,79.6
120,medium,high,medium,14.4,35.5,23.6,24.7,14.0
290,high,high,medium,49.8,64.3,41.9,42.4,39.3
569,medium,high,medium,68.3,84.0,56.0,51.6,57.1
426,medium,high,medium,51.1,68.5,45.7,43.1,43.4
280,medium,medium,medium,43.6,52.7,35.2,34.3,34.4
130,low,medium,high,10.6,11.0,3.4,2.8,11.0
397,medium,low,low,67.6,75.4,53.6,51.3,50.6
391,low,low,high,51.9,39.2,22.2,18.5,41.0
157,high,medium,high,43.8,35.0,17.3,19.4,31.6
369,medium,low,medium,64.3,62.4,41.6,39.6,47.9
630,medium,high,low,75.6,100.0,70.4,65.3,63.0
368,high,low,low,79.2,82.7,57.5,57.1,56.8
265,medium,high,high,31.8,36.1,19.1,18.4,27.9
682,high,high,high,96.8,91.7,55.1,50.9,77.0
216,low,high,medium,10.9,35.3,24.6,23.0,14.2
110,medium,high,medium,13.2,34.4,22.9,24.1,13.1
323,low,medium,medium,33.8,46.9,32.3,29.4,29.5
661,medium,low,medium,99.3,93.9,62.6,57.2,76.0
642,medium,low,low,97.0,100.0,71.2,66.0,74.1
146,high,low,high,52.5,33.8,16.5,18.8,35.5
542,medium,high,low,65.0,91.0,64.0,60.0,54.5
500,low,high,low,45.0,76.0,55.0,50.0,41.5
443,low,medium,low,48.2,69.8,50.9,46.6,41.0
546,low,high,high,50.5,56.0,33.3,27.8,45.9
201,high,low,low,59.1,64.7,45.5,47.1,40.8
108,medium,medium,high,23.0,19.2,7.8,9.0,17.9
182,low,low,high,26.8,16.7,7.1,5.9,21.0
181,high,medium,high,46.7,37.5,19.0,20.9,33.9
210,low,high,low,10.2,44.7,34.1,32.6,13.7
304,low,low,low,41.5,54.8,40.9,38.2,32.7
330,high,high,low,54.6,78.6,54.8,54.8,43.2
150,high,low,low,53.0,59.2,41.8,44.0,35.9
110,medium,high,high,13.2,19.4,7.9,9.1,13.1
176,medium,high,low,21.1,51.5,37.7,38.1,19.4
154,medium,low,medium,38.5,39.1,26.1,26.7,27.3
474,low,medium,medium,51.9,63.2,43.1,38.4,44.0
677,medium,low,medium,100.0,95.6,63.7,58.1,77.5
674,low,low,low,85.9,94.8,67.5,60.4,68.2
599,medium,high,low,71.9,97.2,68.1,63.4,60.0
533,high,high,medium,79.0,90.6,59.4,57.0,62.7
576,medium,high,high,69.1,69.7,41.5,37.1,57.8
478,high,high,low,72.4,94.6,65.4,63.7,57.4
201,high,medium,medium,49.1,54.7,35.5,37.1,35.8
551,low,low,medium,71.1,71.5,48.7,43.1,56.4
683,medium,medium,low,92.0,100.0,74.2,68.5,73.1
273,medium,medium,medium,42.8,52.0,34.7,33.9,33.7
650,low,medium,high,73.0,67.2,40.8,34.0,60.9
146,low,low,low,22.5,37.8,29.5,28.8,17.5
68,medium,medium,low,18.2,39.8,29.9,31.6,14.0
244,low,high,medium,14.3,38.4,26.6,24.6,16.9
715,high,medium,high,100.0,95.2,57.5,52.9,85.1
91,low,high,medium,0.0,21.8,15.6,15.5,2.2
412,low,medium,low,44.4,66.5,48.7,44.7,38.1
43,medium,low,low,25.2,37.1,28.1,30.1,16.6
42,medium,high,high,5.0,12.0,3.0,5.0,6.5
347,medium,low,medium,61.6,60.0,40.0,38.3,45.8
178,medium,high,high,21.4,26.7,12.8,13.2,19.6
80,low,high,high,0.0,5.6,0.0,0.0,1.2
702,high,low,high,100.0,93.8,56.5,52.1,88.9
540,high,high,high,79.8,76.3,44.9,42.4,63.3
352,medium,medium,low,52.2,70.5,50.3,48.6,41.3
350,medium,low,high,62.0,45.3,25.2,23.5,46.1
474,medium,medium,medium,66.9,73.7,49.1,45.9,53.0
396,medium,low,low,67.5,75.3,53.5,51.3,50.5
640,medium,low,medium,96.8,91.6,61.1,55.9,73.9
316,medium,medium,low,47.9,66.6,47.8,46.5,37.8
171,medium,low,medium,40.5,41.0,27.3,27.8,28.9
472,low,medium,low,51.6,73.0,53.0,48.3,43.8
592,medium,high,medium,71.0,86.4,57.6,53.0,59.3
80,high,high,low,24.6,51.6,36.8,39.8,19.2
530,medium,low,high,83.6,64.7,38.2,34.3,63.4
458,medium,low,high,75.0,57.0,33.0,30.0,56.5
44,low,medium,high,0.3,1.8,0.0,0.0,2.7
78,high,medium,high,34.4,26.4,11.6,14.7,24.0
584,high,high,high,85.1,81.1,48.0,45.0,67.6
405,high,medium,high,73.6,61.7,35.2,34.3,55.4
657,medium,low,high,98.8,78.5,47.3,41.9,75.6
257,high,high,medium,45.8,60.8,39.5,40.4,36.2
36,medium,medium,high,14.3,11.4,2.6,4.7,11.0
267,medium,high,high,32.0,36.3,19.2,18.5,28.1
451,high,medium,high,79.1,66.7,38.5,37.1,59.8
649,medium,medium,high,87.9,77.6,46.7,41.4,69.8
554,low,medium,medium,61.5,71.8,48.9,43.2,51.7
693,low,high,high,68.2,71.8,43.9,36.6,60.0
692,medium,low,high,100.0,82.2,49.8,44.0,78.9
120,medium,high,medium,14.4,35.5,23.6,24.7,14.0
541,low,medium,high,59.9,55.4,33.0,27.5,50.4
499,high,low,high,94.9,71.9,41.9,39.9,69.4
465,low,medium,low,50.8,72.2,52.5,47.9,43.1
164,low,high,high,4.7,14.7,5.8,4.8,9.2
515,low,medium,high,56.8,52.6,31.1,25.9,47.9
592,high,medium,high,96.0,81.9,48.6,45.5,73.3
597,high,low,medium,100.0,97.5,64.0,60.8,78.8
596,low,medium,high,66.5,61.4,36.9,30.8,55.7
617,high,high,high,89.0,84.6,50.4,47.0,70.7
428,medium,low,low,71.4,78.7,55.8,53.2,53.6
477,high,medium,medium,82.2,84.5,55.3,53.6,62.3
182,low,low,high,26.8,16.7,7.1,5.9,21.0
637,medium,high,low,76.4,100.0,70.9,65.7,63.7
601,high,low,medium,100.0,97.9,64.3,61.1,79.2
606,low,low,low,77.7,87.4,62.6,56.4,61.7
151,low,medium,high,13.1,13.3,4.9,4.1,13.0
231,low,low,high,32.7,21.9,10.6,8.9,25.7
384,low,low,high,51.1,38.5,21.6,18.0,40.4
625,high,high,low,90.0,100.0,76.0,72.5,71.5
570,low,high,high,53.4,58.6,35.0,29.2,48.2
504,high,low,high,95.5,72.4,42.3,40.2,69.9
591,medium,high,medium,70.9,86.3,57.6,53.0,59.2
457,high,medium,medium,79.8,82.4,53.9,52.4,60.4
150,medium,low,low,38.0,48.7,35.8,36.5,26.9
692,high,high,high,98.0,92.7,55.8,51.5,77.9
106,high,low,medium,47.7,44.4,28.6,31.4,31.7
459,medium,high,medium,55.1,72.1,48.0,45.0,46.6
508,high,low,medium,96.0,87.9,57.6,55.5,70.3
527,low,high,medium,48.2,68.9,46.9,41.6,44.1
495,low,high,low,44.4,75.5,54.6,49.7,41.0
308,high,medium,high,62.0,51.3,28.2,28.5,46.1
83,medium,low,high,30.0,16.5,6.0,7.5,20.5
584,medium,medium,high,80.1,70.6,42.0,37.5,63.6
361,high,low,low,78.3,82.0,57.0,56.7,56.2
347,medium,high,high,41.6,45.0,25.0,23.3,35.8
147,medium,high,high,17.6,23.4,10.6,11.3,16.6
460,medium,high,low,55.2,82.2,58.1,55.1,46.7
315,low,medium,medium,32.8,46.0,31.7,28.9,28.7
30,low,medium,low,0.0,25.2,21.2,21.8,1.4
353,medium,medium,low,52.4,70.6,50.4,48.7,41.4
151,medium,medium,medium,28.1,38.8,25.9,26.6,22.0
719,high,low,low,100.0,100.0,82.8,78.1,90.5
108,low,high,medium,0.0,23.7,16.8,16.5,3.9
140,medium,medium,high,26.8,22.6,10.1,10.9,20.9
690,high,low,high,100.0,92.5,55.7,51.4,87.7
507,high,medium,low,85.8,97.8,67.5,65.4,65.2
496,low,medium,low,54.5,75.6,54.7,49.8,46.1
498,high,medium,low,84.8,96.8,66.9,64.9,64.3
521,low,low,medium,67.5,68.3,46.5,41.3,53.5
352,high,high,low,57.2,81.0,56.3,56.1,45.3
495,high,medium,low,84.4,96.5,66.6,64.7,64.0
243,high,high,high,44.2,44.2,23.5,24.6,34.8
582,low,high,low,54.8,84.9,60.9,54.9,49.4
87,high,low,low,45.4,52.4,37.3,40.2,29.9
143,medium,medium,medium,27.2,37.9,25.3,26.1,21.2
503,high,medium,medium,85.4,87.3,57.2,55.2,64.8
163,medium,low,high,39.6,25.1,11.7,12.3,28.1
701,high,low,high,100.0,93.7,56.5,52.1,88.8
685,low,medium,low,77.2,96.0,68.3,61.1,64.3
547,low,low,medium,70.6,71.1,48.4,42.8,56.0
208,high,medium,medium,50.0,55.5,36.0,37.5,36.5
168,high,medium,medium,45.2,51.1,33.1,35.1,32.6
509,high,high,high,76.1,73.0,42.6,40.5,60.4
68,medium,low,high,28.2,14.8,4.9,6.6,19.0
181,medium,medium,low,31.7,52.0,38.0,38.4,24.9
355,medium,high,high,42.6,45.8,25.6,23.8,36.6
375,high,low,medium,80.0,73.5,48.0,47.5,57.5
283,low,medium,high,29.0,27.6,14.4,12.0,25.7
539,medium,high,medium,64.7,80.7,53.8,49.8,54.2
273,medium,medium,low,42.8,62.0,44.7,43.9,33.7
352,high,low,high,77.2,56.0,31.3,31.1,55.3
564,medium,medium,high,77.7,68.4,40.6,36.3,61.6
398,medium,medium,high,57.8,50.5,28.7,26.4,45.7
276,medium,low,medium,53.1,52.3,34.9,34.1,39.0
142,low,low,high,22.0,12.3,4.2,3.5,17.1
615,medium,high,high,73.8,73.9,44.3,39.4,61.5
479,medium,medium,high,67.5,59.2,34.5,31.2,53.5
161,medium,high,high,19.3,24.9,11.6,12.2,18.0
220,medium,medium,medium,36.4,46.3,30.8,30.7,28.6
460,medium,medium,high,65.2,57.2,33.1,30.1,51.7
528,low,high,medium,48.4,69.0,47.0,41.7,44.2
714,low,medium,low,80.7,99.1,70.4,62.8,67.0
645,medium,low,medium,97.4,92.2,61.4,56.2,74.4
313,low,medium,high,32.6,30.8,16.5,13.8,28.5
183,medium,low,medium,42.0,42.3,28.2,28.5,30.1
694,low,low,low,88.3,97.0,69.0,61.6,70.1
252,medium,high,medium,30.2,49.7,33.1,32.6,26.7
591,high,low,high,100.0,81.8,48.6,45.5,78.2
289,medium,high,medium,34.7,53.7,35.8,34.8,30.2
632,high,medium,low,100.0,100.0,76.5,72.9,77.2
237,medium,medium,low,38.4,58.1,42.1,41.7,30.3
690,low,medium,medium,77.8,86.5,58.7,51.4,64.7
102,medium,high,high,12.2,18.5,7.3,8.6,12.3
616,low,high,high,58.9,63.5,38.4,32.0,52.6
397,medium,low,high,67.6,50.4,28.6,26.3,50.6
111,high,high,low,28.3,55.0,39.0,41.7,22.2
255,high,low,medium,65.6,60.5,39.4,40.3,46.0
464,high,high,low,70.7,93.1,64.4,62.8,56.0
458,low,medium,medium,50.0,61.5,42.0,37.5,42.5
606,medium,low,medium,92.7,87.9,58.6,53.9,70.7
656,medium,low,medium,98.7,93.3,62.2,56.9,75.5
709,high,low,high,100.0,94.6,57.0,52.5,89.6
616,high,medium,medium,98.9,99.5,65.4,62.0,75.6
584,high,high,high,85.1,81.1,48.0,45.0,67.6
678,high,low,low,100.0,100.0,79.8,75.7,86.6
355,high,medium,high,67.6,56.3,31.6,31.3,50.6
400,low,high,high,33.0,40.2,22.8,19.0,31.9
243,high,low,low,64.2,69.2,48.5,49.6,44.8
406,low,high,low,33.7,65.8,48.2,44.4,32.5
238,high,high,high,43.6,43.7,23.1,24.3,34.3
406,medium,medium,low,58.7,76.3,54.2,51.9,46.5
93,high,low,high,46.2,28.0,12.7,15.6,30.4
101,low,high,medium,0.0,22.9,16.3,16.1,3.2
293,medium,medium,medium,45.2,54.1,36.1,35.1,35.6
224,medium,medium,medium,36.9,46.7,31.1,30.9,29.0
712,low,low,high,90.4,73.9,45.3,37.7,71.9
402,high,high,medium,63.2,76.4,49.9,49.1,50.1
68,medium,low,high,28.2,14.8,4.9,6.6,19.0
426,medium,medium,high,61.1,53.5,30.7,28.1,48.4
580,medium,high,low,69.6,95.1,66.8,62.3,58.2
627,low,low,medium,80.2,79.7,54.1,47.6,63.7
433,high,low,medium,87.0,79.8,52.2,51.0,63.1
528,low,medium,low,58.4,79.0,57.0,51.7,49.2
100,low,medium,medium,7.0,22.8,16.2,16.0,8.1
468,low,low,medium,61.2,62.5,42.7,38.1,48.4
288,high,low,low,69.6,74.1,51.7,52.3,49.1
706,medium,high,medium,84.7,98.7,65.8,59.9,70.3
268,high,medium,medium,57.2,61.9,40.3,41.1,42.2
68,high,low,low,43.2,50.3,35.9,39.1,28.0
557,medium,high,medium,66.8,82.7,55.1,50.9,56.0
463,medium,low,high,75.6,57.5,33.3,30.3,56.9
236,low,high,medium,13.3,37.5,26.0,24.2,16.2
670,low,low,high,85.4,69.4,42.2,35.2,67.8
314,medium,low,high,57.7,41.4,22.6,21.3,42.6
209,high,medium,low,50.1,65.6,46.0,47.5,36.6
402,medium,medium,high,58.2,50.9,28.9,26.6,46.1
628,high,high,high,90.4,85.8,51.2,47.7,71.8
627,high,high,medium,90.2,100.0,66.1,62.6,71.7
696,low,high,low,68.5,97.2,69.1,61.8,60.3
460,high,medium,medium,80.2,82.7,54.1,52.6,60.7
664,high,high,low,94.7,100.0,78.8,74.8,75.2
359,low,low,low,48.1,60.8,44.8,41.5,38.0
604,high,low,low,100.0,100.0,74.5,71.2,79.5
100,medium,medium,low,22.0,43.3,32.2,33.5,17.1
346,medium,low,high,61.5,44.9,24.9,23.3,45.7
689,medium,low,high,100.0,81.9,49.6,43.8,78.6
435,medium,medium,medium,62.2,69.5,46.3,43.6,49.3
321,low,high,medium,23.5,46.7,32.1,29.3,24.3
314,low,low,medium,42.7,45.9,31.6,28.8,33.6
435,low,low,low,57.2,69.0,50.3,46.1,45.3
669,low,low,low,85.3,94.3,67.2,60.1,67.7
486,low,medium,medium,53.3,64.5,44.0,39.2,45.2
612,high,high,low,88.4,100.0,75.1,71.7,70.3
245,medium,high,medium,29.4,49.0,32.6,32.2,26.0
566,medium,medium,medium,77.9,83.6,55.8,51.5,61.8
668,low,medium,low,75.2,94.1,67.1,60.1,62.6
418,medium,low,high,70.2,52.6,30.1,27.6,52.6
656,medium,medium,low,88.7,100.0,72.2,66.9,70.5
664,medium,medium,high,89.7,79.2,47.8,42.3,71.2
637,high,low,medium,100.0,100.0,66.9,63.2,82.7
430,high,medium,high,76.6,64.4,37.0,35.8,57.8
106,high,medium,low,37.7,54.4,38.6,41.4,26.7
471,low,medium,high,51.5,47.9,27.9,23.3,43.7
643,high,low,medium,100.0,100.0,67.3,63.6,83.2
462,high,medium,medium,80.4,82.9,54.3,52.7,60.9
225,low,medium,high,22.0,21.3,10.2,8.5,20.1
380,low,high,high,30.6,38.0,21.4,17.8,30.0
514,low,high,low,46.7,77.5,56.0,50.8,42.8
360,medium,medium,high,53.2,46.4,25.9,24.1,42.1
175,medium,low,high,41.0,26.4,12.6,13.0,29.3
717,medium,high,high,86.0,84.9,51.6,45.5,71.3
714,low,low,medium,90.7,89.1,60.4,52.8,72.0
351,high,low,low,77.1,80.9,56.3,56.1,55.2
343,medium,low,low,61.2,69.5,49.7,48.1,45.4
433,high,low,medium,87.0,79.8,52.2,51.0,63.1
48,low,low,low,10.8,27.2,22.5,22.9,8.1
289,medium,low,medium,54.7,53.7,35.8,34.8,40.2
428,high,medium,medium,76.4,79.2,51.8,50.7,57.6
284,medium,low,high,54.1,38.2,20.4,19.5,39.8
729,low,low,medium,92.5,90.7,61.5,53.7,73.5
658,low,low,medium,84.0,83.1,56.4,49.5,66.7
535,medium,low,low,84.2,90.3,63.5,59.6,63.9
676,medium,low,high,100.0,80.5,48.7,43.1,77.4
637,medium,low,medium,96.4,91.3,60.9,55.7,73.7
599,high,low,medium,100.0,97.7,64.1,60.9,79.0
416,medium,low,high,69.9,52.4,30.0,27.5,52.4
445,high,high,medium,68.4,81.1,53.0,51.7,54.2
635,medium,high,low,76.2,100.0,70.7,65.6,63.5
451,high,low,high,89.1,66.7,38.5,37.1,64.8
114,low,low,high,18.7,9.3,2.2,1.8,14.4
381,medium,low,high,65.7,48.6,27.4,25.4,49.1
323,medium,medium,low,48.8,67.4,48.3,46.9,38.5
700,medium,low,medium,100.0,98.1,65.4,59.5,79.7
39,medium,low,high,24.7,11.7,2.8,4.8,16.2
609,medium,high,high,73.1,73.3,43.8,39.0,61.0
612,medium,high,low,73.4,98.6,69.1,64.2,61.3
106,low,high,high,0.0,8.4,1.6,1.4,3.7
692,medium,high,medium,83.0,97.2,64.8,59.0,68.9
142,medium,low,medium,37.0,37.8,25.2,26.0,26.1
261,high,medium,high,56.3,46.2,24.8,25.7,41.6
137,high,high,high,31.4,32.8,15.9,18.2,24.7
168,low,medium,low,15.2,40.1,31.1,30.1,14.6
31,high,medium,medium,28.7,36.3,23.2,26.9,19.5
333,medium,high,medium,40.0,58.5,39.0,37.5,34.5
105,high,low,medium,47.6,44.3,28.6,31.3,31.6
106,medium,high,medium,12.7,33.9,22.6,23.9,12.7
438,low,low,low,57.6,69.3,50.5,46.3,45.5
305,medium,medium,high,46.6,40.4,22.0,20.8,36.8
558,high,high,low,82.0,100.0,71.2,68.5,65.1
622,high,medium,low,99.6,100.0,75.8,72.3,76.2
384,high,low,medium,81.1,74.5,48.6,48.0,58.4
227,low,high,medium,12.2,36.5,25.3,23.6,15.3
91,low,medium,high,5.9,6.8,0.6,0.5,7.2
181,medium,high,low,21.7,52.0,38.0,38.4,19.9
601,medium,medium,high,82.1,72.4,43.3,38.6,65.2
468,low,low,low,61.2,72.5,52.7,48.1,48.4
658,high,low,low,100.0,100.0,78.4,74.5,84.7
707,medium,medium,high,94.8,83.9,50.9,44.9,75.4
493,high,low,low,94.2,96.2,66.5,64.6,68.8
354,high,high,low,57.5,81.2,56.5,56.2,45.5
123,low,low,medium,19.8,25.3,17.9,17.4,15.3
174,medium,low,medium,40.9,41.3,27.5,27.9,29.2
389,low,low,low,51.7,64.0,47.0,43.3,40.8
649,medium,low,low,97.9,100.0,71.7,66.4,74.8
262,medium,medium,high,41.4,35.8,18.9,18.2,32.7
258,medium,high,high,31.0,35.4,18.6,18.0,27.3
605,high,high,high,87.6,83.3,49.6,46.3,69.6
